科室,排名,医院名称,官网URL,省份,城市
神经内科,1,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
神经内科,2,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
神经内科,3,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
神经内科,4,中国医科大学附属盛京医院,https://www.shengjing.com/,,
神经内科,5,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
神经内科,6,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
神经内科,7,吉林大学第二医院,https://www.jdey.com.cn/,吉林,
神经内科,8,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
神经内科,9,中国医科大学附属第四医院,,,
神经内科,10,大连医科大学附属第二医院,https://www.shdmu.com/,辽宁,大连
神经内科,获提名,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
神经内科,获提名,辽宁省人民医院,,辽宁,
神经外科,1,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
神经外科,2,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
神经外科,3,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
神经外科,4,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
神经外科,5,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
神经外科,6,中国医科大学附属盛京医院,https://www.shengjing.com/,,
神经外科,7,吉林大学第二医院,https://www.jdey.com.cn/,吉林,
神经外科,8,大连医科大学附属第二医院,https://www.shdmu.com/,辽宁,大连
神经外科,9,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
神经外科,10,辽宁省人民医院,,辽宁,
神经外科,获提名,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
小儿内科,1,中国医科大学附属盛京医院,https://www.shengjing.com/,,
小儿内科,2,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
小儿内科,3,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
小儿内科,4,哈尔滨医科大学附属第六医院,,黑龙江,哈尔滨
小儿内科,5,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
小儿内科,6,大连市妇女儿童医疗中心,,辽宁,大连
小儿内科,7,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
小儿内科,8,长春市儿童医院,http://www.baidu.com/link?url=TNQQiVPxKYfdJw5UvBCgp58vFA9TtwlUnGBPSMmNKUml1OnibdOadcQ7LwEon_lRG3f7fohym6Ov72B-OzALw938Hk0qVyFcasfZ9NIKnxzLB2ls6At3dKICd3jFBG66O-gPSw3PMMcK_qVpN0O2W9OAvW0bo8JE4eIWTb_qeAvrpAR6iR7LB04Fu1Fu8wAX807dxNNGgbMK8w98NJDKVMbu7kDIRGDMcP7sTcBsboiHos4dzQnpACTuVT16r4zu7iQREYg0pC7vQBoicv-AHrrRCtlPrtM0CAgDPQngXw1P64DQrVGcAqMKBBInP5Gwag6VR72vBRvxkgJRiyWhyVrNrTzLV2G-a5g7nbxJ_Ycpc3DnvGgyqttTdd2sLOqtfi2bxTEJW_wLCYs29s2QiS7605BDhKsfmX06inFA6dQfxmG-vqsS2fVDzvaPsRIyxGZy_jElgJ3uhIzhYC-PkFnV9J0XA4z7WeUw09GAwffYHOj25fb3hDYbC88_YZCavtgLjtn_uc4mCIoLa5GuLlNE7Vl45YCuydcgG5uYsyH8hl8ME8fCyoMzw2zy9ZNQwsCHfpRTvhpQV34U2QSou5zlNzKll9LBpvSSyFTGJDRdkLeIZnpyVvIKxaHJsf_EEmcil1k5fe2-VVL2SkOm3DZqz4Dc7k7M3TXQESa8KR0O_FCtmKDkJgDGONnSppy0Xg5_NxnOawDjTT-qVa6o5yBR_I062v7PL7MP8689WlKQXIZGrC9GlnK1uo-qHqnFzOQq9KvM3m62ZkGIoUAVLXYmCWhXsuK_g9atm-YbR8RZx4V9akLwQLFuwYFoHMXrMdnFImj70XKMbWlEk-wzn2KY_LJgYSUznHYrTjbe2d1nWgTgbUENUHY7L3RN6Qxv-ZHMXjTknrQWb-pRcaHQT13RQPD_B1xXGOhjqdTm1FQh8-eFZZv-AuBvRyVRGqU7GiYQVii5EmgNQxRhrGXEw90bQTO5aL55sf0XJJmAZipcOSA1q2ZCboejlRbvJrKz,吉林,长春
小儿内科,9,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
小儿内科,10,黑龙江省医院（黑龙江省中日友谊医院,,黑龙江,
小儿内科,获提名,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
小儿内科,获提名,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
小儿内科,获提名,吉林大学第二医院,https://www.jdey.com.cn/,吉林,
小儿内科,获提名,吉林省人民医院,,吉林,
小儿内科,获提名,哈尔滨医科大学附属肿瘤医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
小儿内科,获提名,吉林市中心医院,,吉林,吉林市
小儿内科,获提名,沈阳市儿童医院,,辽宁,沈阳
小儿内科,获提名,大连医科大学附属第二医院,https://www.shdmu.com/,辽宁,大连
小儿外科,1,中国医科大学附属盛京医院,https://www.shengjing.com/,,
小儿外科,2,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
小儿外科,3,哈尔滨医科大学附属第六医院,,黑龙江,哈尔滨
小儿外科,4,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
小儿外科,5,长春市儿童医院,,吉林,长春
小儿外科,6,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
小儿外科,7,大连市妇女儿童医疗中心,,辽宁,大连
小儿外科,8,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
小儿外科,9,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
小儿外科,10,沈阳市儿童医院,,辽宁,沈阳
小儿外科,获提名,锦州市妇婴医院,,辽宁,锦州
小儿外科,获提名,吉林大学第二医院,https://www.jdey.com.cn/,吉林,
小儿外科,获提名,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
小儿外科,获提名,辽宁省人民医院,,辽宁,
小儿外科,获提名,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
小儿外科,获提名,哈尔滨医科大学附属肿瘤医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
胸外科,1,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
胸外科,2,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
胸外科,3,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
胸外科,4,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
胸外科,5,吉林大学第二医院,https://www.jdey.com.cn/,吉林,
胸外科,6,哈尔滨医科大学附属肿瘤医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
胸外科,7,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
胸外科,8,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
胸外科,9,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
胸外科,10,辽宁省肿瘤医院暨大连理工大学附属肿瘤医院,https://www.lnszlyy.com/,辽宁,大连
胸外科,获提名,吉林省肿瘤医院,,吉林,
胸外科,获提名,中国医科大学附属盛京医院,https://www.shengjing.com/,,
眼科,1,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
眼科,2,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
眼科,3,哈尔滨市第一医院,,黑龙江,哈尔滨
眼科,4,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
眼科,5,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
眼科,6,吉林大学第二医院,https://www.jdey.com.cn/,吉林,
眼科,7,中国医科大学附属盛京医院,https://www.shengjing.com/,,
眼科,8,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
眼科,9,大连医科大学附属第二医院,https://www.shdmu.com/,辽宁,大连
眼科,10,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
眼科,获提名,大连大学附属中山医院,,辽宁,大连
肿瘤学,1,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
肿瘤学,2,哈尔滨医科大学附属肿瘤医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
肿瘤学,3,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
肿瘤学,4,吉林省肿瘤医院,,吉林,
肿瘤学,5,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
肿瘤学,6,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
肿瘤学,7,辽宁省肿瘤医院暨大连理工大学附属肿瘤医院,https://www.lnszlyy.com/,辽宁,大连
肿瘤学,8,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
肿瘤学,9,辽宁省人民医院,,辽宁,
肿瘤学,10,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
肿瘤学,获提名,黑龙江省医院（黑龙江省中日友谊医院,,黑龙江,
肿瘤学,获提名,哈尔滨医科大学附属第四医院,,黑龙江,哈尔滨
肿瘤学,获提名,中国医科大学附属盛京医院,https://www.shengjing.com/,,
肿瘤学,获提名,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
肿瘤学,获提名,大连大学附属新华医院,,辽宁,大连
肿瘤学,获提名,大连市中心医院,,辽宁,大连
肿瘤学,获提名,大连医科大学附属第二医院,https://www.shdmu.com/,辽宁,大连
康复医学,1,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
康复医学,2,中国医科大学附属盛京医院,https://www.shengjing.com/,,
康复医学,3,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
康复医学,4,吉林大学第二医院,https://www.jdey.com.cn/,吉林,
康复医学,5,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
康复医学,6,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
康复医学,7,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
康复医学,8,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
康复医学,9,辽宁省金秋医院,,辽宁,
康复医学,10,黑龙江省医院（黑龙江省中日友谊医院,,黑龙江,
康复医学,获提名,辽宁医学院附属第一医院,,辽宁,
康复医学,获提名,辽宁省人民医院,,辽宁,
康复医学,获提名,佳木斯大学附属第三医院,,黑龙江,佳木斯
康复医学,获提名,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
康复医学,获提名,大连医科大学附属第二医院,https://www.shdmu.com/,辽宁,大连
康复医学,获提名,黑龙江中医药大学附属第二医院,,黑龙江,
康复医学,获提名,黑龙江省康复医院,,黑龙江,
康复医学,获提名,黑龙江中医药大学附属第一医院,,黑龙江,
康复医学,获提名,黑龙江省农垦总局总医院,,黑龙江,
康复医学,获提名,辽宁中医药大学附属医院（辽宁省中医院,,辽宁,
康复医学,获提名,黑龙江中医药大学附属第四医院,,黑龙江,
康复医学,获提名,大连港医院,,辽宁,大连
康复医学,获提名,哈尔滨市第二医院,,黑龙江,哈尔滨
康复医学,获提名,牡丹江医学院附属红旗医院,,黑龙江,牡丹江
烧伤科,1,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
烧伤科,2,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
烧伤科,3,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
烧伤科,4,哈尔滨市第五医院,,黑龙江,哈尔滨
烧伤科,5,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
烧伤科,6,中国医科大学附属盛京医院,https://www.shengjing.com/,,
烧伤科,7,中国医科大学附属第一医院鞍山医院,https://www.cmu1h.com/,辽宁,鞍山
烧伤科,8,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
烧伤科,9,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
烧伤科,10,大连市中心医院,,辽宁,大连
烧伤科,获提名,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
烧伤科,获提名,大连医科大学附属第二医院,https://www.shdmu.com/,辽宁,大连
烧伤科,获提名,锦州医科大学附属第一医院,,辽宁,锦州
烧伤科,获提名,北华大学附属医院,,,
烧伤科,获提名,吉化总医院,,,
烧伤科,获提名,黑龙江省医院（黑龙江省中日友谊医院,,黑龙江,
烧伤科,获提名,武警辽宁省总队医院,,辽宁,
烧伤科,获提名,中国人民解放军联勤保障部队第968医院,,,
烧伤科,获提名,大化医院,,,
烧伤科,获提名,鞍钢集团总医院,,,
烧伤科,获提名,辽宁省人民医院,,辽宁,
烧伤科,获提名,沈阳积水潭医院,,辽宁,沈阳
烧伤科,获提名,沈阳消防烧伤医院,,辽宁,沈阳
烧伤科,获提名,四平市烧伤整形医院,,吉林,四平
烧伤科,获提名,大连市第四人民医院,,辽宁,大连
超声医学,1,中国医科大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E4%25B8%25AD%25E5%259B%25BD%25E5%258C%25BB%25E7%25A7%2591%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,,
超声医学,2,哈尔滨医科大学附属第二医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
超声医学,3,哈尔滨医科大学附属第一医院,https://www.hydyy.org.cn/,黑龙江,哈尔滨
超声医学,4,中国医科大学附属盛京医院,https://www.shengjing.com/,,
超声医学,5,吉林大学中日联谊医院,https://www.zrlyyy.com/,吉林,
超声医学,6,哈尔滨医科大学附属第四医院,,黑龙江,哈尔滨
超声医学,7,吉林大学第一医院,https://www.bohe.cn/hospital/1686/introduce/,吉林,
超声医学,8,中国人民解放军北部战区总医院,https://www.81hospital.com/,辽宁,沈阳
超声医学,9,大连医科大学附属第一医院,https://www.dmu-1.com/,辽宁,大连
超声医学,10,吉林大学第二医院,https://www.jdey.com.cn/,吉林,
超声医学,获提名,哈尔滨医科大学附属肿瘤医院,https://www.hrbmush.edu.cn/,黑龙江,哈尔滨
超声医学,获提名,辽宁省人民医院,,辽宁,
超声医学,获提名,大连医科大学附属第二医院,https://www.shdmu.com/,辽宁,大连
超声医学,获提名,沈阳医学院附属中心医院,,辽宁,沈阳
超声医学,获提名,吉林市中心医院,,吉林,吉林市
超声医学,获提名,大连市妇女儿童医疗中心,,辽宁,大连
超声医学,获提名,沈阳市妇婴医院,,辽宁,沈阳
超声医学,获提名,沈阳东方医疗集团菁华医院,,辽宁,沈阳
超声医学,获提名,沈阳市妇幼保健院,,辽宁,沈阳
超声医学,获提名,哈尔滨医科大学附属第六医院,,黑龙江,哈尔滨
超声医学,获提名,锦州医科大学附属第一医院,,辽宁,锦州
超声医学,获提名,长春市儿童医院,,吉林,长春
超声医学,获提名,延边大学附属医院（延边医院,,吉林,延边
超声医学,获提名,黑龙江省医院（黑龙江省中日友谊医院,,黑龙江,
超声医学,获提名,黑龙江中医药大学附属第一医院,,黑龙江,
超声医学,获提名,（黑龙江省第四医院,,黑龙江,
超声医学,获提名,沈阳市第十人民医院,,辽宁,沈阳
超声医学,获提名,（沈阳市胸科医院,,辽宁,沈阳
超声医学,获提名,哈尔滨市胸科医院,,黑龙江,哈尔滨
超声医学,获提名,吉林省结核病医院,,吉林,
超声医学,获提名,（吉林省传染病医院,,吉林,
超声医学,获提名,大连市公共卫生临床中心,,辽宁,大连
超声医学,获提名,长春市传染病医院,,吉林,长春
超声医学,获提名,大连市中心医院,,辽宁,大连
