科室,排名,医院名称,官网URL,省份,城市
胸外科,获提名,江苏省肿瘤医院,https://www.jszlyy.com.cn/,江苏,
胸外科,获提名,南昌大学第一附属医院,https://www.cdyfy.com/,江西,南昌
胸外科,获提名,青岛大学附属医院,https://www.qduh.cn/,山东,青岛
眼科,1,上海交通大学医学院附属瑞金医院,https://www.rjh.com.cn/,上海,上海
耳鼻喉科,1,苏州大学附属第一医院,,江苏,苏州
耳鼻喉科,2,浙江大学医学院附属第二医院,https://www.z2hospital.com/,浙江,
耳鼻喉科,3,浙江大学医学院附属第一医院,https://www.zy91.com/,浙江,
眼科,1,山东大学齐鲁医院,https://www.qiluhospital.com/,山东,
眼科,2,上海交通大学医学院附属第九人民医院,https://www.9hospital.com.cn/,上海,上海
眼科,3,福建医科大学附属协和医院,https://www.fjxiehe.com/,福建,
眼科,4,上海市第一人民医院,https://www.firsthospital.cn/,上海,上海
眼科,5,江苏省人民医院（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
眼科,6,复旦大学附属中山医院,https://www.zs-hospital.sh.cn/,广东,中山
眼科,7,中国科学技术大学附属第一医院（安徽省立医院,https://www.ahslyy.com.cn/,安徽,
眼科,8,厦门大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,福建,厦门
眼科,9,徐州医科大学附属医院,,江苏,徐州
眼科,10,山东第一医科大学附属省立医院（山东省立医院,https://www.sph.com.cn/,山东,
眼科,获提名,浙江大学医学院附属第二医院,https://www.z2hospital.com/,浙江,
眼科,获提名,同济大学附属同济医院,https://www.tongjihospital.com.cn/,,
眼科,获提名,安徽医科大学第一附属医院,https://www.ayfy.com/,安徽,
眼科,获提名,海军军医大学第一附属医院,,,
眼科,获提名,南昌大学第一附属医院,https://www.cdyfy.com/,江西,南昌
肿瘤学,1,上海交通大学医学院附属,https://www.rjh.com.cn/,上海,上海
肿瘤学,2,第九人民医院,https://www.9hospital.com.cn/,,
肿瘤学,3,复旦大学附属肿瘤医院,https://www.shca.org.cn/,,
肿瘤学,4,复旦大学附属中山医院,https://www.zs-hospital.sh.cn/,广东,中山
肿瘤学,5,山东第一医科大学附属肿瘤医院,,山东,
肿瘤学,6,浙江大学医学院附属第二医院,https://www.z2hospital.com/,浙江,
肿瘤学,7,中国科学院大学附属肿瘤医院,,,
肿瘤学,8,（浙江省肿瘤医院,https://www.zchospital.com/,浙江,
肿瘤学,9,山东第一医科大学附属省立医院（山东省立医院,https://www.sph.com.cn/,山东,
肿瘤学,10,江苏省肿瘤医院,https://www.jszlyy.com.cn/,江苏,
肿瘤学,获提名,福建医科大学附属第一医院,https://www.fyyy.com/,福建,
肿瘤学,获提名,福建省肿瘤医院,,福建,
肿瘤学,获提名,浙江省人民医院,https://www.hospitalstar.com/,浙江,
肿瘤学,获提名,同济大学附属东方医院（上海市东方医院,https://www.easthospital.cn/,上海,上海
肿瘤学,获提名,南京大学医学院附属鼓楼医院,https://www.njglyy.com/,江苏,南京
肿瘤学,获提名,福建医科大学附属协和医院,https://www.fjxiehe.com/,福建,
肿瘤学,获提名,海军军医大学第一附属医院,,,
肿瘤学,获提名,海军军医大学第二附属医院,,,
肿瘤学,获提名,浙江大学医学院附属第一医院,https://www.zy91.com/,浙江,
肿瘤学,获提名,南昌大学第一附属医院,https://www.cdyfy.com/,江西,南昌
肿瘤学,获提名,山东大学齐鲁医院,https://www.qiluhospital.com/,山东,
肿瘤学,获提名,安徽医科大学第一附属医院,https://www.ayfy.com/,安徽,
肿瘤学,获提名,中国科学技术大学附属第一医院（安徽省立医院,https://www.ahslyy.com.cn/,安徽,
肿瘤学,获提名,江西省人民医院（南昌医学院第一附属医院,https://www.jxsrmyy.cn/,江西,南昌
肿瘤学,获提名,上海市第四人民医院,,上海,上海
肿瘤学,获提名,江苏省中医院,https://www.jshtcm.com/,江苏,
肿瘤学,获提名,上海交通大学医学院附属仁济医院,https://www.renji.com/,上海,上海
肿瘤学,获提名,江苏省人民医院（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
肿瘤学,获提名,上海交通大学医学院附属瑞金医院,https://www.rjh.com.cn/,上海,上海
肿瘤学,获提名,安徽省肿瘤医院,,安徽,
肿瘤学,获提名,江西省肿瘤医院,,江西,
肿瘤学,获提名,复旦大学附属华山医院,https://www.huashan.org.cn/,,
康复医学,1,复旦大学附属华东医院,,,
康复医学,2,复旦大学附属华山医院,https://www.huashan.org.cn/,,
康复医学,3,浙江大学医学院附属第一医院,https://www.zy91.com/,浙江,
康复医学,4,江苏省人民医院,https://www.jsph.org.cn/,江苏,
康复医学,5,（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
康复医学,6,山东大学齐鲁医院,https://www.qiluhospital.com/,山东,
康复医学,7,浙江大学医学院附属邵逸夫医院,https://www.srrsh.com/,浙江,
康复医学,8,浙江医院,,浙江,
康复医学,9,上海交通大学医学院附属瑞金医院,https://www.rjh.com.cn/,上海,上海
康复医学,10,青岛大学附属医院,https://www.qduh.cn/,山东,青岛
康复医学,获提名,福建医科大学附属协和医院,https://www.fjxiehe.com/,福建,
康复医学,获提名,中国科学技术大学附属第一医院（安徽省立医院,https://www.ahslyy.com.cn/,安徽,
康复医学,获提名,复旦大学附属中山医院,https://www.zs-hospital.sh.cn/,广东,中山
康复医学,获提名,南京医科大学附属逸夫医院,,江苏,南京
康复医学,获提名,浙江大学医学院附属第二医院,https://www.z2hospital.com/,浙江,
康复医学,获提名,福建省立医院,https://www.fjsl.com.cn/,福建,
康复医学,获提名,南昌大学第一附属医院,https://www.cdyfy.com/,江西,南昌
康复医学,获提名,海军军医大学第一附属医院,,,
康复医学,获提名,山东第一医科大学附属省立医院（山东省立医院,https://www.sph.com.cn/,山东,
康复医学,获提名,福建医科大学附属第一医院,https://www.fyyy.com/,福建,
康复医学,获提名,山东第一医科大学第一附属医院（山东省千佛山医院,,广东,佛山
康复医学,获提名,浙江省人民医院,https://www.hospitalstar.com/,浙江,
康复医学,获提名,南昌大学第二附属医院,https://www.jxndefy.cn/,江西,南昌
康复医学,获提名,安徽医科大学第一附属医院,https://www.ayfy.com/,安徽,
康复医学,获提名,上海交通大学医学院附属新华医院,https://www.xinhuamed.com.cn/,上海,上海
康复医学,获提名,同济大学附属养志康复医院,,,
康复医学,获提名,福建省人民医院（暨福建中医药大学附属人民医院,,福建,
康复医学,获提名,嘉兴市第二医院（嘉兴学院附属第二医院,,浙江,嘉兴
康复医学,获提名,山东大学第二医院,https://www.eyhospital.com/,山东,
康复医学,获提名,南昌大学第四附属医院,,江西,南昌
烧伤科,1,复旦大学附属中山医院,https://www.zs-hospital.sh.cn/,广东,中山
烧伤科,2,上海交通大学医学院附属瑞金医院,https://www.rjh.com.cn/,上海,上海
烧伤科,3,海军军医大学第一附属医院,,,
烧伤科,4,复旦大学附属华山医院,https://www.huashan.org.cn/,,
烧伤科,5,浙江大学医学院附属第二医院,https://www.z2hospital.com/,浙江,
烧伤科,6,浙江大学医学院附属第一医院,https://www.zy91.com/,浙江,
烧伤科,7,南昌大学第一附属医院,https://www.cdyfy.com/,江西,南昌
烧伤科,8,山东大学第二医院,https://www.eyhospital.com/,山东,
烧伤科,9,江南大学附属医院,,,
烧伤科,10,福建医科大学附属第一医院,https://www.fyyy.com/,福建,
烧伤科,获提名,山东大学齐鲁医院,https://www.qiluhospital.com/,山东,
烧伤科,获提名,江苏省人民医院（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
烧伤科,获提名,中国科学技术大学附属第一医院（安徽省立医院,https://www.ahslyy.com.cn/,安徽,
烧伤科,获提名,浙江大学医学院附属邵逸夫医院,https://www.srrsh.com/,浙江,
烧伤科,获提名,上海交通大学医学院附属仁济医院,https://www.renji.com/,上海,上海
烧伤科,获提名,福建医科大学附属协和医院,https://www.fjxiehe.com/,福建,
烧伤科,获提名,同济大学附属东方医院（上海市东方医院,https://www.easthospital.cn/,上海,上海
烧伤科,获提名,浙江省人民医院,https://www.hospitalstar.com/,浙江,
烧伤科,获提名,上海交通大学医学院附属新华医院,https://www.xinhuamed.com.cn/,上海,上海
烧伤科,获提名,上海市第一人民医院,https://www.firsthospital.cn/,上海,上海
烧伤科,获提名,安徽医科大学第一附属医院,https://www.ayfy.com/,安徽,
烧伤科,获提名,南通大学附属医院,,江苏,南通
烧伤科,获提名,山东第一医科大学附属省立医院（山东省立医院,https://www.sph.com.cn/,山东,
烧伤科,获提名,赣州市人民医院,,江西,赣州
烧伤科,获提名,安徽医科大学附属阜阳医院,,安徽,阜阳
烧伤科,获提名,皖南医学院第一附属医院/弋矶山医院,,,
烧伤科,获提名,济南市中心医院,,山东,济南
超声医学,1,复旦大学附属中山医院,https://www.zs-hospital.sh.cn/,广东,中山
超声医学,2,上海交通大学医学院附属仁济医院,https://www.renji.com/,上海,上海
超声医学,3,浙江大学医学院附属第二医院,https://www.z2hospital.com/,浙江,
超声医学,4,上海交通大学医学院附属瑞金医院,https://www.rjh.com.cn/,上海,上海
超声医学,5,浙江大学医学院附属第一医院,https://www.zy91.com/,浙江,
超声医学,6,福建医科大学附属第一医院,https://www.fyyy.com/,福建,
超声医学,7,浙江大学医学院附属邵逸夫医院,https://www.srrsh.com/,浙江,
超声医学,8,上海市第六人民医院,https://www.6thhosp.com/,上海,上海
超声医学,9,复旦大学附属肿瘤医院,https://www.shca.org.cn/,,
超声医学,10,海军军医大学第一附属医院,,,
超声医学,获提名,复旦大学附属华山医院,https://www.huashan.org.cn/,,
超声医学,获提名,山东大学齐鲁医院,https://www.qiluhospital.com/,山东,
超声医学,获提名,南京市第一医院,,江苏,南京
超声医学,获提名,同济大学附属东方医院（上海市东方医院,https://www.easthospital.cn/,上海,上海
超声医学,获提名,南昌大学第一附属医院,https://www.cdyfy.com/,江西,南昌
超声医学,获提名,厦门大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,福建,厦门
超声医学,获提名,常州市第一人民医院,,江苏,常州
超声医学,获提名,福建省立医院,https://www.fjsl.com.cn/,福建,
超声医学,获提名,上海交通大学医学院附属新华医院,https://www.xinhuamed.com.cn/,上海,上海
超声医学,获提名,中国科学技术大学附属第一医院（安徽省立医院,https://www.ahslyy.com.cn/,安徽,
超声医学,获提名,福建医科大学附属协和医院,https://www.fjxiehe.com/,福建,
超声医学,获提名,江苏省人民医院（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
超声医学,获提名,中国人民解放军东部战区总医院,,江苏,南京
超声医学,获提名,上海市第十人民医院（暨同济大学附属第十人民医院,,上海,上海
超声医学,获提名,安徽医科大学第一附属医院,https://www.ayfy.com/,安徽,
超声医学,获提名,南京大学医学院附属鼓楼医院,https://www.njglyy.com/,江苏,南京
超声医学,获提名,山东第一医科大学附属省立医院（山东省立医院,https://www.sph.com.cn/,山东,
超声医学,获提名,东南大学附属中大医院,https://www.njzyy.com/,,
超声医学,获提名,山东第一医科大学附属省立医院,,山东,
超声医学,获提名,（山东省立医院,https://www.sph.com.cn/,山东,
超声医学,获提名,江苏省人民医院,https://www.jsph.org.cn/,江苏,
超声医学,获提名,（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
超声医学,获提名,蚌埠医学院第一附属医院,,安徽,蚌埠
超声医学,获提名,浙江省人民医院,https://www.hospitalstar.com/,浙江,
超声医学,获提名,青岛市市立医院,,山东,青岛
超声医学,获提名,南昌大学第二附属医院,https://www.jxndefy.cn/,江西,南昌
超声医学,获提名,温州医科大学附属第一医院,,浙江,温州
超声医学,获提名,徐州医科大学附属医院,,江苏,徐州
超声医学,获提名,浙江医院,,浙江,
超声医学,获提名,青岛大学附属医院,https://www.qduh.cn/,山东,青岛
超声医学,获提名,山东大学附属生殖医院,,山东,
超声医学,获提名,苏州大学附属第一医院,,江苏,苏州
妇产科,1,上海交通大学医学院附属新华医院,https://www.xinhuamed.com.cn/,上海,上海
妇产科,2,安徽医科大学第一附属医院,https://www.ayfy.com/,安徽,
妇产科,3,上海市第一人民医院,https://www.firsthospital.cn/,上海,上海
妇产科,4,复旦大学附属中山医院,https://www.zs-hospital.sh.cn/,广东,中山
妇产科,5,上海交通大学医学院附属仁济医院,https://www.renji.com/,上海,上海
妇产科,6,海军军医大学第一附属医院,,,
妇产科,7,中国科学技术大学附属第一医院（安徽省立医院,https://www.ahslyy.com.cn/,安徽,
妇产科,8,福建医科大学附属第一医院,https://www.fyyy.com/,福建,
妇产科,9,上海交通大学医学院附属瑞金医院,https://www.rjh.com.cn/,上海,上海
妇产科,10,山东大学齐鲁医院,https://www.qiluhospital.com/,山东,
妇产科,获提名,浙江省人民医院,https://www.hospitalstar.com/,浙江,
妇产科,获提名,青岛大学附属医院,https://www.qduh.cn/,山东,青岛
妇产科,获提名,福建医科大学附属协和医院,https://www.fjxiehe.com/,福建,
妇产科,获提名,南昌大学第一附属医院,https://www.cdyfy.com/,江西,南昌
妇产科,获提名,复旦大学附属华山医院,https://www.huashan.org.cn/,,
妇产科,获提名,上海交通大学医学院附属第九人民医院,https://www.9hospital.com.cn/,上海,上海
妇产科,获提名,山东第一医科大学第一附属医院（山东省千佛山医院,,广东,佛山
妇产科,获提名,福建省肿瘤医院,,福建,
妇产科,获提名,济宁市第一人民医院,,山东,济宁
妇产科,获提名,江苏省人民医院（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
妇产科,获提名,浙江大学医学院附属邵逸夫医院,https://www.srrsh.com/,浙江,
妇产科,获提名,江西省妇幼保健院,,江西,
妇产科,获提名,上海集爱遗传与不育诊疗中心,,上海,上海
妇产科,获提名,福建省妇幼保健院（福建省妇儿医院,,福建,
妇产科,获提名,山东第一医科大学附属省立医院（山东省立医院,https://www.sph.com.cn/,山东,
妇产科,获提名,中国人民解放军东部战区总医院,,江苏,南京
妇产科,获提名,温州医科大学附属第一医院,,浙江,温州
妇产科,获提名,南京市妇幼保健院,,江苏,南京
妇产科,获提名,江苏省人民医院,https://www.jsph.org.cn/,江苏,
妇产科,获提名,（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
妇产科,获提名,烟台毓璜顶医院,,山东,烟台
妇产科,获提名,浙江大学医学院附属第二医院,https://www.z2hospital.com/,浙江,
妇产科,获提名,中国科学技术大学附属第一医院,,,
妇产科,获提名,（安徽省立医院,https://www.ahslyy.com.cn/,安徽,
妇产科,获提名,南昌大学第二附属医院,https://www.jxndefy.cn/,江西,南昌
妇产科,获提名,浙江大学医学院附属第一医院,https://www.zy91.com/,浙江,
耳鼻喉科,1,南昌大学第一附属医院,https://www.cdyfy.com/,江西,南昌
耳鼻喉科,2,福建省立医院,https://www.fjsl.com.cn/,福建,
耳鼻喉科,3,山东第一医科大学第一附属医院（山东省千佛山医院,,广东,佛山
耳鼻喉科,4,复旦大学附属中山医院,https://www.zs-hospital.sh.cn/,广东,中山
耳鼻喉科,5,山东大学齐鲁医院,https://www.qiluhospital.com/,山东,
耳鼻喉科,6,复旦大学附属华山医院,https://www.huashan.org.cn/,,
耳鼻喉科,7,中国人民解放军联勤保障部队第910医院,,,
耳鼻喉科,8,上海交通大学医学院附属仁济医院,https://www.renji.com/,上海,上海
耳鼻喉科,9,海军军医大学第一附属医院,,,
耳鼻喉科,10,厦门国宇健康管理中心,,福建,厦门
耳鼻喉科,获提名,上海市肺科医院,https://www.shsfkyy.com/,上海,上海
耳鼻喉科,获提名,上海市公共卫生临床中心,,上海,上海
耳鼻喉科,获提名,浙江大学医学院附属邵逸夫医院,https://www.srrsh.com/,浙江,
耳鼻喉科,获提名,山东省公共卫生临床中心,,山东,
耳鼻喉科,获提名,浙江大学医学院附属第一医院,https://www.zy91.com/,浙江,
耳鼻喉科,获提名,苏州市第五人民医院,,江苏,苏州
耳鼻喉科,获提名,苏州市立医院,,江苏,苏州
耳鼻喉科,获提名,福建省福州肺科医院,,福建,福州
耳鼻喉科,获提名,安徽省胸科医院,,安徽,
耳鼻喉科,获提名,杭州市红十字会医院,,浙江,杭州
耳鼻喉科,获提名,江西省胸科医院,,江西,
耳鼻喉科,获提名,南京市第二医院,,江苏,南京
耳鼻喉科,获提名,山东省胸科医院,,山东,
耳鼻喉科,获提名,南京脑科医院（南京市胸科医院,,江苏,南京
耳鼻喉科,获提名,江苏省人民医院（南京医科大学第一附属医院,https://www.jsph.org.cn/,江苏,南京
耳鼻喉科,获提名,浙江大学医学院附属第二医院,https://www.z2hospital.com/,浙江,
耳鼻喉科,获提名,同济大学附属东方医院（上海市东方医院,https://www.easthospital.cn/,上海,上海
耳鼻喉科,获提名,安徽医科大学第一附属医院,https://www.ayfy.com/,安徽,
耳鼻喉科,获提名,同济大学附属杨浦医院,,,
耳鼻喉科,获提名,上海交通大学医学院附属瑞金医院,https://www.rjh.com.cn/,上海,上海
耳鼻喉科,获提名,厦门大学附属第一医院,https://jiankang.baidu.com/med/template/#/pages/hospital/iframe/index?pcIframeSrc=https%3A%2F%2Fjiankang.baidu.com%2F%23%2Fpages%2Fbrand%2Fsearch%2Findex%3Fatn%3Dsearch%26clk_loc%3Dsearch5041_module2_dxwz%26customParams%3DmedQuSndDept%253D%2525E5%2525A6%252587%2525E7%2525A7%252591%26from_sf%3D1%26hidden_tab%3D1%26hospital_name%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%26openapi%3D1%26pd%3Dmed%26resource_id%3D5216%26search_channel%3Dwz%26search_section%3Dwz%26sf_ref%3Dsearch_5041_pc%26title%3D%25E6%2590%259C%25E7%25B4%25A2%26vn%3Dmed%26word%3D%25E5%258E%25A6%25E9%2597%25A8%25E5%25A4%25A7%25E5%25AD%25A6%25E9%2599%2584%25E5%25B1%259E%25E7%25AC%25AC%25E4%25B8%2580%25E5%258C%25BB%25E9%2599%25A2%2B%25E5%25AE%2598%25E7%25BD%2591,福建,厦门
耳鼻喉科,获提名,福建医科大学附属第一医院,https://www.fyyy.com/,福建,
耳鼻喉科,获提名,福建省人民医院（暨福建中医药大学附属人民医院,,福建,
耳鼻喉科,获提名,南京大学医学院附属鼓楼医院,https://www.njglyy.com/,江苏,南京
耳鼻喉科,获提名,南京大学医学院附属苏州医院,,江苏,南京
耳鼻喉科,获提名,山东第一医科大学附属省立医院（山东省立医院,https://www.sph.com.cn/,山东,
耳鼻喉科,获提名,上海市第六人民医院,https://www.6thhosp.com/,上海,上海
耳鼻喉科,获提名,上海交通大学医学院附属新华医院,https://www.xinhuamed.com.cn/,上海,上海
耳鼻喉科,获提名,复旦大学附属华东医院,,,
耳鼻喉科,获提名,中国人民解放军东部战区总医院,,江苏,南京
耳鼻喉科,获提名,浙江省人民医院,https://www.hospitalstar.com/,浙江,
耳鼻喉科,获提名,蚌埠医学院第一附属医院,,安徽,蚌埠
耳鼻喉科,获提名,徐州医科大学附属医院,,江苏,徐州
耳鼻喉科,获提名,济宁市第一人民医院,,山东,济宁
耳鼻喉科,获提名,中国科学技术大学附属第一医院（安徽省立医院,https://www.ahslyy.com.cn/,安徽,
耳鼻喉科,获提名,南通大学附属医院,,江苏,南通
耳鼻喉科,获提名,青岛市市立医院,,山东,青岛
耳鼻喉科,获提名,复旦大学附属儿科医院,https://ch.shmu.edu.cn/,,
耳鼻喉科,获提名,安徽医科大学第二附属医院,https://www.ay2fy.com/,安徽,
耳鼻喉科,获提名,南京医科大学附属儿童医院,,江苏,南京
耳鼻喉科,获提名,苏州大学附属第一医院,,江苏,苏州
耳鼻喉科,获提名,浙江大学医学院附属儿童医院,https://www.zju-ch.com/,浙江,
